x1-coordinate,y1-coordinate,x2-coordinate,y2-coordinate,zone-id
-74.21,40.0,-74.205,40.005,Zone_0_58
-74.205,40.0,-74.2,40.005,Zone_0_59
-74.2,40.0,-74.195,40.005,Zone_0_60
-74.195,40.0,-74.19,40.005,Zone_0_61
-74.19,40.0,-74.185,40.005,Zone_0_62
-74.185,40.0,-74.18,40.005,Zone_0_63
-74.18,40.0,-74.175,40.005,Zone_0_64
-74.175,40.0,-74.17,40.005,Zone_0_65
-74.17,40.0,-74.165,40.005,Zone_0_66
-74.165,40.0,-74.16,40.005,Zone_0_67
-74.16,40.0,-74.155,40.005,Zone_0_68
-74.155,40.0,-74.15,40.005,Zone_0_69
-74.15,40.0,-74.145,40.005,Zone_0_70
-74.145,40.0,-74.14,40.005,Zone_0_71
-74.14,40.0,-74.135,40.005,Zone_0_72
-74.135,40.0,-74.13,40.005,Zone_0_73
-74.13,40.0,-74.125,40.005,Zone_0_74
-74.125,40.0,-74.12,40.005,Zone_0_75
-74.12,40.0,-74.115,40.005,Zone_0_76
-74.115,40.0,-74.11,40.005,Zone_0_77
-74.11,40.0,-74.105,40.005,Zone_0_78
-74.105,40.0,-74.1,40.005,Zone_0_79
-74.1,40.0,-74.095,40.005,Zone_0_80
-74.095,40.0,-74.09,40.005,Zone_0_81
-74.09,40.0,-74.085,40.005,Zone_0_82
-74.085,40.0,-74.08,40.005,Zone_0_83
-74.08,40.0,-74.075,40.005,Zone_0_84
-74.075,40.0,-74.07,40.005,Zone_0_85
-74.07,40.0,-74.065,40.005,Zone_0_86
-74.065,40.0,-74.06,40.005,Zone_0_87
-74.06,40.0,-74.055,40.005,Zone_0_88
-74.055,40.0,-74.05,40.005,Zone_0_89
-74.05,40.0,-74.045,40.005,Zone_0_90
-74.045,40.0,-74.04,40.005,Zone_0_91
-74.04,40.0,-74.035,40.005,Zone_0_92
-74.035,40.0,-74.03,40.005,Zone_0_93
-74.03,40.0,-74.025,40.005,Zone_0_94
-74.025,40.0,-74.02,40.005,Zone_0_95
-74.02,40.0,-74.015,40.005,Zone_0_96
-74.015,40.0,-74.01,40.005,Zone_0_97
-74.01,40.0,-74.005,40.005,Zone_0_98
-74.005,40.0,-74.0,40.005,Zone_0_99
-74.0,40.0,-73.995,40.005,Zone_0_100
-73.995,40.0,-73.99,40.005,Zone_0_101
-73.99,40.0,-73.985,40.005,Zone_0_102
-73.985,40.0,-73.98,40.005,Zone_0_103
-73.98,40.0,-73.975,40.005,Zone_0_104
-73.975,40.0,-73.97,40.005,Zone_0_105
-73.97,40.0,-73.965,40.005,Zone_0_106
-73.965,40.0,-73.96,40.005,Zone_0_107
-73.96,40.0,-73.955,40.005,Zone_0_108
-73.955,40.0,-73.95,40.005,Zone_0_109
-73.95,40.0,-73.945,40.005,Zone_0_110
-73.945,40.0,-73.94,40.005,Zone_0_111
-73.94,40.0,-73.935,40.005,Zone_0_112
-73.935,40.0,-73.93,40.005,Zone_0_113
-73.93,40.0,-73.925,40.005,Zone_0_114
-73.925,40.0,-73.92,40.005,Zone_0_115
-73.92,40.0,-73.915,40.005,Zone_0_116
-73.915,40.0,-73.91,40.005,Zone_0_117
-73.91,40.0,-73.905,40.005,Zone_0_118
-73.905,40.0,-73.9,40.005,Zone_0_119
-73.9,40.0,-73.895,40.005,Zone_0_120
-73.895,40.0,-73.89,40.005,Zone_0_121
-73.89,40.0,-73.885,40.005,Zone_0_122
-73.885,40.0,-73.88,40.005,Zone_0_123
-73.88,40.0,-73.875,40.005,Zone_0_124
-73.875,40.0,-73.87,40.005,Zone_0_125
-73.87,40.0,-73.865,40.005,Zone_0_126
-73.865,40.0,-73.86,40.005,Zone_0_127
-73.86,40.0,-73.855,40.005,Zone_0_128
-73.855,40.0,-73.85,40.005,Zone_0_129
-73.85,40.0,-73.845,40.005,Zone_0_130
-73.845,40.0,-73.84,40.005,Zone_0_131
-73.84,40.0,-73.835,40.005,Zone_0_132
-73.835,40.0,-73.83,40.005,Zone_0_133
-73.83,40.0,-73.825,40.005,Zone_0_134
-73.825,40.0,-73.82,40.005,Zone_0_135
-73.82,40.0,-73.815,40.005,Zone_0_136
-73.815,40.0,-73.81,40.005,Zone_0_137
-73.81,40.0,-73.805,40.005,Zone_0_138
-73.805,40.0,-73.8,40.005,Zone_0_139
-73.8,40.0,-73.795,40.005,Zone_0_140
-73.795,40.0,-73.79,40.005,Zone_0_141
-73.79,40.0,-73.785,40.005,Zone_0_142
-73.785,40.0,-73.78,40.005,Zone_0_143
-73.78,40.0,-73.775,40.005,Zone_0_144
-73.775,40.0,-73.77,40.005,Zone_0_145
-73.77,40.0,-73.765,40.005,Zone_0_146
-73.765,40.0,-73.76,40.005,Zone_0_147
-73.76,40.0,-73.755,40.005,Zone_0_148
-73.755,40.0,-73.75,40.005,Zone_0_149
-73.75,40.0,-73.745,40.005,Zone_0_150
-73.745,40.0,-73.74,40.005,Zone_0_151
-73.74,40.0,-73.735,40.005,Zone_0_152
-73.735,40.0,-73.73,40.005,Zone_0_153
-73.73,40.0,-73.725,40.005,Zone_0_154
-73.725,40.0,-73.72,40.005,Zone_0_155
-73.72,40.0,-73.715,40.005,Zone_0_156
-73.715,40.0,-73.71,40.005,Zone_0_157
-73.71,40.0,-73.705,40.005,Zone_0_158
-73.705,40.0,-73.7,40.005,Zone_0_159
-73.7,40.0,-73.695,40.005,Zone_0_160
-73.695,40.0,-73.69,40.005,Zone_0_161
-73.69,40.0,-73.685,40.005,Zone_0_162
-73.685,40.0,-73.68,40.005,Zone_0_163
-73.68,40.0,-73.675,40.005,Zone_0_164
-73.675,40.0,-73.67,40.005,Zone_0_165
-73.67,40.0,-73.665,40.005,Zone_0_166
-73.665,40.0,-73.66,40.005,Zone_0_167
-73.66,40.0,-73.655,40.005,Zone_0_168
-73.655,40.0,-73.65,40.005,Zone_0_169
-73.65,40.0,-73.645,40.005,Zone_0_170
-73.645,40.0,-73.64,40.005,Zone_0_171
-73.64,40.0,-73.635,40.005,Zone_0_172
-73.635,40.0,-73.63,40.005,Zone_0_173
-73.63,40.0,-73.625,40.005,Zone_0_174
-73.625,40.0,-73.62,40.005,Zone_0_175
-73.62,40.0,-73.615,40.005,Zone_0_176
-73.615,40.0,-73.61,40.005,Zone_0_177
-73.61,40.0,-73.605,40.005,Zone_0_178
-73.605,40.0,-73.6,40.005,Zone_0_179
-73.6,40.0,-73.595,40.005,Zone_0_180
-73.595,40.0,-73.59,40.005,Zone_0_181
-73.59,40.0,-73.585,40.005,Zone_0_182
-73.585,40.0,-73.58,40.005,Zone_0_183
-73.58,40.0,-73.575,40.005,Zone_0_184
-73.575,40.0,-73.57,40.005,Zone_0_185
-73.57,40.0,-73.565,40.005,Zone_0_186
-73.565,40.0,-73.56,40.005,Zone_0_187
-73.56,40.0,-73.555,40.005,Zone_0_188
-73.555,40.0,-73.55,40.005,Zone_0_189
-73.55,40.0,-73.545,40.005,Zone_0_190
-73.545,40.0,-73.54,40.005,Zone_0_191
-73.54,40.0,-73.535,40.005,Zone_0_192
-73.535,40.0,-73.53,40.005,Zone_0_193
-73.53,40.0,-73.525,40.005,Zone_0_194
-73.525,40.0,-73.52,40.005,Zone_0_195
-73.52,40.0,-73.515,40.005,Zone_0_196
-73.515,40.0,-73.51,40.005,Zone_0_197
-73.51,40.0,-73.505,40.005,Zone_0_198
-73.505,40.0,-73.5,40.005,Zone_0_199
-73.5,40.0,-73.495,40.005,Zone_0_200
-73.495,40.0,-73.49,40.005,Zone_0_201
-73.49,40.0,-73.485,40.005,Zone_0_202
-73.485,40.0,-73.48,40.005,Zone_0_203
-73.48,40.0,-73.475,40.005,Zone_0_204
-73.475,40.0,-73.47,40.005,Zone_0_205
-73.47,40.0,-73.465,40.005,Zone_0_206
-73.465,40.0,-73.46,40.005,Zone_0_207
-73.46,40.0,-73.455,40.005,Zone_0_208
-73.455,40.0,-73.45,40.005,Zone_0_209
-73.45,40.0,-73.445,40.005,Zone_0_210
-73.445,40.0,-73.44,40.005,Zone_0_211
-73.44,40.0,-73.435,40.005,Zone_0_212
-73.435,40.0,-73.43,40.005,Zone_0_213
-73.43,40.0,-73.425,40.005,Zone_0_214
-73.425,40.0,-73.42,40.005,Zone_0_215
-73.42,40.0,-73.415,40.005,Zone_0_216
-73.415,40.0,-73.41,40.005,Zone_0_217
-73.41,40.0,-73.405,40.005,Zone_0_218
-73.405,40.0,-73.4,40.005,Zone_0_219
-73.4,40.0,-73.395,40.005,Zone_0_220
-73.395,40.0,-73.39,40.005,Zone_0_221
-73.39,40.0,-73.385,40.005,Zone_0_222
-73.385,40.0,-73.38,40.005,Zone_0_223
-73.38,40.0,-73.375,40.005,Zone_0_224
-73.375,40.0,-73.37,40.005,Zone_0_225
-73.37,40.0,-73.365,40.005,Zone_0_226
-73.365,40.0,-73.36,40.005,Zone_0_227
-73.36,40.0,-73.355,40.005,Zone_0_228
-73.355,40.0,-73.35,40.005,Zone_0_229
-73.35,40.0,-73.345,40.005,Zone_0_230
-73.345,40.0,-73.34,40.005,Zone_0_231
-73.34,40.0,-73.335,40.005,Zone_0_232
-73.335,40.0,-73.33,40.005,Zone_0_233
-73.33,40.0,-73.325,40.005,Zone_0_234
-73.325,40.0,-73.32,40.005,Zone_0_235
-73.32,40.0,-73.315,40.005,Zone_0_236
-73.315,40.0,-73.31,40.005,Zone_0_237
-73.31,40.0,-73.305,40.005,Zone_0_238
-73.305,40.0,-73.3,40.005,Zone_0_239
-73.3,40.0,-73.295,40.005,Zone_0_240
-73.295,40.0,-73.29,40.005,Zone_0_241
-73.29,40.0,-73.285,40.005,Zone_0_242
-73.285,40.0,-73.28,40.005,Zone_0_243
-73.28,40.0,-73.275,40.005,Zone_0_244
-73.275,40.0,-73.27,40.005,Zone_0_245
-73.27,40.0,-73.265,40.005,Zone_0_246
-73.265,40.0,-73.26,40.005,Zone_0_247
-73.26,40.0,-73.255,40.005,Zone_0_248
-73.255,40.0,-73.25,40.005,Zone_0_249
-73.25,40.0,-73.245,40.005,Zone_0_250
-73.245,40.0,-73.24,40.005,Zone_0_251
-73.24,40.0,-73.235,40.005,Zone_0_252
-73.235,40.0,-73.23,40.005,Zone_0_253
-73.23,40.0,-73.225,40.005,Zone_0_254
-73.225,40.0,-73.22,40.005,Zone_0_255
-73.22,40.0,-73.215,40.005,Zone_0_256
-73.215,40.0,-73.21,40.005,Zone_0_257
-73.21,40.0,-73.205,40.005,Zone_0_258
-73.205,40.0,-73.2,40.005,Zone_0_259
-73.2,40.0,-73.195,40.005,Zone_0_260
-73.195,40.0,-73.19,40.005,Zone_0_261
-73.19,40.0,-73.185,40.005,Zone_0_262
-73.185,40.0,-73.18,40.005,Zone_0_263
-73.18,40.0,-73.175,40.005,Zone_0_264
-73.175,40.0,-73.17,40.005,Zone_0_265
-73.17,40.0,-73.165,40.005,Zone_0_266
-73.165,40.0,-73.16,40.005,Zone_0_267
-73.16,40.0,-73.155,40.005,Zone_0_268
-73.155,40.0,-73.15,40.005,Zone_0_269
-73.15,40.0,-73.145,40.005,Zone_0_270
-73.145,40.0,-73.14,40.005,Zone_0_271
-73.14,40.0,-73.135,40.005,Zone_0_272
-73.135,40.0,-73.13,40.005,Zone_0_273
-73.13,40.0,-73.125,40.005,Zone_0_274
-73.125,40.0,-73.12,40.005,Zone_0_275
-73.12,40.0,-73.115,40.005,Zone_0_276
-73.115,40.0,-73.11,40.005,Zone_0_277
-73.11,40.0,-73.105,40.005,Zone_0_278
-73.105,40.0,-73.1,40.005,Zone_0_279
-73.1,40.0,-73.095,40.005,Zone_0_280
-73.095,40.0,-73.09,40.005,Zone_0_281
-73.09,40.0,-73.085,40.005,Zone_0_282
-73.085,40.0,-73.08,40.005,Zone_0_283
-73.08,40.0,-73.075,40.005,Zone_0_284
-73.075,40.0,-73.07,40.005,Zone_0_285
-73.07,40.0,-73.065,40.005,Zone_0_286
-73.065,40.0,-73.06,40.005,Zone_0_287
-73.06,40.0,-73.055,40.005,Zone_0_288
-73.055,40.0,-73.05,40.005,Zone_0_289
-73.05,40.0,-73.045,40.005,Zone_0_290
-73.045,40.0,-73.04,40.005,Zone_0_291
-73.04,40.0,-73.035,40.005,Zone_0_292
-73.035,40.0,-73.03,40.005,Zone_0_293
-73.03,40.0,-73.025,40.005,Zone_0_294
-73.025,40.0,-73.02,40.005,Zone_0_295
-73.02,40.0,-73.015,40.005,Zone_0_296
-73.015,40.0,-73.01,40.005,Zone_0_297
-73.01,40.0,-73.005,40.005,Zone_0_298
-73.005,40.0,-73.0,40.005,Zone_0_299
-73.0,40.0,-72.995,40.005,Zone_0_300
-72.995,40.0,-72.99,40.005,Zone_0_301
-72.99,40.0,-72.985,40.005,Zone_0_302
-72.985,40.0,-72.98,40.005,Zone_0_303
-72.98,40.0,-72.975,40.005,Zone_0_304
-72.975,40.0,-72.97,40.005,Zone_0_305
-72.97,40.0,-72.965,40.005,Zone_0_306
-72.965,40.0,-72.96,40.005,Zone_0_307
-72.96,40.0,-72.955,40.005,Zone_0_308
-72.955,40.0,-72.95,40.005,Zone_0_309
-72.95,40.0,-72.945,40.005,Zone_0_310
-72.945,40.0,-72.94,40.005,Zone_0_311
-72.94,40.0,-72.935,40.005,Zone_0_312
-72.935,40.0,-72.93,40.005,Zone_0_313
-72.93,40.0,-72.925,40.005,Zone_0_314
-72.925,40.0,-72.92,40.005,Zone_0_315
-72.92,40.0,-72.915,40.005,Zone_0_316
-72.915,40.0,-72.91,40.005,Zone_0_317
-72.91,40.0,-72.905,40.005,Zone_0_318
-72.905,40.0,-72.9,40.005,Zone_0_319
-72.9,40.0,-72.895,40.005,Zone_0_320
-72.895,40.0,-72.89,40.005,Zone_0_321
-72.89,40.0,-72.885,40.005,Zone_0_322
-72.885,40.0,-72.88,40.005,Zone_0_323
-72.88,40.0,-72.875,40.005,Zone_0_324
-72.875,40.0,-72.87,40.005,Zone_0_325
-72.87,40.0,-72.865,40.005,Zone_0_326
-72.865,40.0,-72.86,40.005,Zone_0_327
-72.86,40.0,-72.855,40.005,Zone_0_328
-72.855,40.0,-72.85,40.005,Zone_0_329
-72.85,40.0,-72.845,40.005,Zone_0_330
-72.845,40.0,-72.84,40.005,Zone_0_331
-72.84,40.0,-72.835,40.005,Zone_0_332
-72.835,40.0,-72.83,40.005,Zone_0_333
-72.83,40.0,-72.825,40.005,Zone_0_334
-72.825,40.0,-72.82,40.005,Zone_0_335
-72.82,40.0,-72.815,40.005,Zone_0_336
-72.815,40.0,-72.81,40.005,Zone_0_337
-72.81,40.0,-72.805,40.005,Zone_0_338
-72.805,40.0,-72.8,40.005,Zone_0_339
-72.8,40.0,-72.795,40.005,Zone_0_340
-72.795,40.0,-72.79,40.005,Zone_0_341
-72.79,40.0,-72.785,40.005,Zone_0_342
-72.785,40.0,-72.78,40.005,Zone_0_343
-72.78,40.0,-72.775,40.005,Zone_0_344
-72.775,40.0,-72.77,40.005,Zone_0_345
-72.77,40.0,-72.765,40.005,Zone_0_346
-72.765,40.0,-72.76,40.005,Zone_0_347
-72.76,40.0,-72.755,40.005,Zone_0_348
-72.755,40.0,-72.75,40.005,Zone_0_349
-72.75,40.0,-72.745,40.005,Zone_0_350
-72.745,40.0,-72.74,40.005,Zone_0_351
-72.74,40.0,-72.735,40.005,Zone_0_352
-72.735,40.0,-72.73,40.005,Zone_0_353
-72.73,40.0,-72.725,40.005,Zone_0_354
-72.725,40.0,-72.72,40.005,Zone_0_355
-72.72,40.0,-72.715,40.005,Zone_0_356
-72.715,40.0,-72.71,40.005,Zone_0_357
-72.71,40.0,-72.705,40.005,Zone_0_358
-72.705,40.0,-72.7,40.005,Zone_0_359
-72.7,40.0,-72.695,40.005,Zone_0_360
-72.695,40.0,-72.69,40.005,Zone_0_361
-72.69,40.0,-72.685,40.005,Zone_0_362
-72.685,40.0,-72.68,40.005,Zone_0_363
-72.68,40.0,-72.675,40.005,Zone_0_364
-72.675,40.0,-72.67,40.005,Zone_0_365
-72.67,40.0,-72.665,40.005,Zone_0_366
-72.665,40.0,-72.66,40.005,Zone_0_367
-72.66,40.0,-72.655,40.005,Zone_0_368
-72.655,40.0,-72.65,40.005,Zone_0_369
-72.65,40.0,-72.645,40.005,Zone_0_370
-72.645,40.0,-72.64,40.005,Zone_0_371
-72.64,40.0,-72.635,40.005,Zone_0_372
-72.635,40.0,-72.63,40.005,Zone_0_373
-72.63,40.0,-72.625,40.005,Zone_0_374
-72.625,40.0,-72.62,40.005,Zone_0_375
-72.62,40.0,-72.615,40.005,Zone_0_376
-72.615,40.0,-72.61,40.005,Zone_0_377
-72.61,40.0,-72.605,40.005,Zone_0_378
-72.605,40.0,-72.6,40.005,Zone_0_379
-72.6,40.0,-72.595,40.005,Zone_0_380
-72.595,40.0,-72.59,40.005,Zone_0_381
-72.59,40.0,-72.585,40.005,Zone_0_382
-72.585,40.0,-72.58,40.005,Zone_0_383
-72.58,40.0,-72.575,40.005,Zone_0_384
-72.575,40.0,-72.57,40.005,Zone_0_385
-72.57,40.0,-72.565,40.005,Zone_0_386
-72.565,40.0,-72.56,40.005,Zone_0_387
-72.56,40.0,-72.555,40.005,Zone_0_388
-72.555,40.0,-72.55,40.005,Zone_0_389
-72.55,40.0,-72.545,40.005,Zone_0_390
-72.545,40.0,-72.54,40.005,Zone_0_391
-72.54,40.0,-72.535,40.005,Zone_0_392
-72.535,40.0,-72.53,40.005,Zone_0_393
-72.53,40.0,-72.525,40.005,Zone_0_394
-72.525,40.0,-72.52,40.005,Zone_0_395
-72.52,40.0,-72.515,40.005,Zone_0_396
-72.515,40.0,-72.51,40.005,Zone_0_397
-72.51,40.0,-72.505,40.005,Zone_0_398
-72.505,40.0,-72.5,40.005,Zone_0_399
-72.5,40.0,-72.495,40.005,Zone_0_400
-72.495,40.0,-72.49,40.005,Zone_0_401
-72.49,40.0,-72.485,40.005,Zone_0_402
-72.485,40.0,-72.48,40.005,Zone_0_403
-72.48,40.0,-72.475,40.005,Zone_0_404
-72.475,40.0,-72.47,40.005,Zone_0_405
-72.47,40.0,-72.465,40.005,Zone_0_406
-72.465,40.0,-72.46,40.005,Zone_0_407
-72.46,40.0,-72.455,40.005,Zone_0_408
-72.455,40.0,-72.45,40.005,Zone_0_409
-72.45,40.0,-72.445,40.005,Zone_0_410
-72.445,40.0,-72.44,40.005,Zone_0_411
-72.44,40.0,-72.435,40.005,Zone_0_412
-72.435,40.0,-72.43,40.005,Zone_0_413
-72.43,40.0,-72.425,40.005,Zone_0_414
-72.425,40.0,-72.42,40.005,Zone_0_415
-72.42,40.0,-72.415,40.005,Zone_0_416
-72.415,40.0,-72.41,40.005,Zone_0_417
-72.41,40.0,-72.405,40.005,Zone_0_418
-72.405,40.0,-72.4,40.005,Zone_0_419
-72.4,40.0,-72.395,40.005,Zone_0_420
-72.395,40.0,-72.39,40.005,Zone_0_421
-72.39,40.0,-72.385,40.005,Zone_0_422
-72.385,40.0,-72.38,40.005,Zone_0_423
-72.38,40.0,-72.375,40.005,Zone_0_424
-72.375,40.0,-72.37,40.005,Zone_0_425
-72.37,40.0,-72.365,40.005,Zone_0_426
-72.365,40.0,-72.36,40.005,Zone_0_427
-72.36,40.0,-72.355,40.005,Zone_0_428
-72.355,40.0,-72.35,40.005,Zone_0_429
-72.35,40.0,-72.345,40.005,Zone_0_430
-72.345,40.0,-72.34,40.005,Zone_0_431
-72.34,40.0,-72.335,40.005,Zone_0_432
-72.335,40.0,-72.33,40.005,Zone_0_433
-72.33,40.0,-72.325,40.005,Zone_0_434
-72.325,40.0,-72.32,40.005,Zone_0_435
-72.32,40.0,-72.315,40.005,Zone_0_436
-72.315,40.0,-72.31,40.005,Zone_0_437
-72.31,40.0,-72.305,40.005,Zone_0_438
-72.305,40.0,-72.3,40.005,Zone_0_439
-72.3,40.0,-72.295,40.005,Zone_0_440
-72.295,40.0,-72.29,40.005,Zone_0_441
-72.29,40.0,-72.285,40.005,Zone_0_442
-72.285,40.0,-72.28,40.005,Zone_0_443
-72.28,40.0,-72.275,40.005,Zone_0_444
-72.275,40.0,-72.27,40.005,Zone_0_445
-72.27,40.0,-72.265,40.005,Zone_0_446
-72.265,40.0,-72.26,40.005,Zone_0_447
-72.26,40.0,-72.255,40.005,Zone_0_448
-72.255,40.0,-72.25,40.005,Zone_0_449
-72.25,40.0,-72.245,40.005,Zone_0_450
-72.245,40.0,-72.24,40.005,Zone_0_451
-72.24,40.0,-72.235,40.005,Zone_0_452
-72.235,40.0,-72.23,40.005,Zone_0_453
-72.23,40.0,-72.225,40.005,Zone_0_454
-72.225,40.0,-72.22,40.005,Zone_0_455
-72.22,40.0,-72.215,40.005,Zone_0_456
-72.215,40.0,-72.21,40.005,Zone_0_457
-72.21,40.0,-72.205,40.005,Zone_0_458
-72.205,40.0,-72.2,40.005,Zone_0_459
-72.2,40.0,-72.195,40.005,Zone_0_460
-72.195,40.0,-72.19,40.005,Zone_0_461
-72.19,40.0,-72.185,40.005,Zone_0_462
-72.185,40.0,-72.18,40.005,Zone_0_463
-72.18,40.0,-72.175,40.005,Zone_0_464
-72.175,40.0,-72.17,40.005,Zone_0_465
-72.17,40.0,-72.165,40.005,Zone_0_466
-72.165,40.0,-72.16,40.005,Zone_0_467
-72.16,40.0,-72.155,40.005,Zone_0_468
-72.155,40.0,-72.15,40.005,Zone_0_469
-72.15,40.0,-72.145,40.005,Zone_0_470
-72.145,40.0,-72.14,40.005,Zone_0_471
-72.14,40.0,-72.135,40.005,Zone_0_472
-72.135,40.0,-72.13,40.005,Zone_0_473
-72.13,40.0,-72.125,40.005,Zone_0_474
-72.125,40.0,-72.12,40.005,Zone_0_475
-72.12,40.0,-72.115,40.005,Zone_0_476
-72.115,40.0,-72.11,40.005,Zone_0_477
-72.11,40.0,-72.105,40.005,Zone_0_478
-72.105,40.0,-72.1,40.005,Zone_0_479
-72.1,40.0,-72.095,40.005,Zone_0_480
-72.095,40.0,-72.09,40.005,Zone_0_481
-72.09,40.0,-72.085,40.005,Zone_0_482
-72.085,40.0,-72.08,40.005,Zone_0_483
-72.08,40.0,-72.075,40.005,Zone_0_484
-72.075,40.0,-72.07,40.005,Zone_0_485
-72.07,40.0,-72.065,40.005,Zone_0_486
-72.065,40.0,-72.06,40.005,Zone_0_487
-72.06,40.0,-72.055,40.005,Zone_0_488
-72.055,40.0,-72.05,40.005,Zone_0_489
-72.05,40.0,-72.045,40.005,Zone_0_490
-72.045,40.0,-72.04,40.005,Zone_0_491
-72.04,40.0,-72.035,40.005,Zone_0_492
-72.035,40.0,-72.03,40.005,Zone_0_493
-72.03,40.0,-72.025,40.005,Zone_0_494
-72.025,40.0,-72.02,40.005,Zone_0_495
-72.02,40.0,-72.015,40.005,Zone_0_496
-72.015,40.0,-72.01,40.005,Zone_0_497
-72.01,40.0,-72.005,40.005,Zone_0_498
-72.005,40.0,-72.0,40.005,Zone_0_499
-74.5,40.005,-74.495,40.01,Zone_1_0
-74.495,40.005,-74.49,40.01,Zone_1_1
-74.49,40.005,-74.485,40.01,Zone_1_2
-74.485,40.005,-74.48,40.01,Zone_1_3
-74.48,40.005,-74.475,40.01,Zone_1_4
-74.475,40.005,-74.47,40.01,Zone_1_5
-74.47,40.005,-74.465,40.01,Zone_1_6
-74.465,40.005,-74.46,40.01,Zone_1_7
-74.46,40.005,-74.455,40.01,Zone_1_8
-74.455,40.005,-74.45,40.01,Zone_1_9
-74.45,40.005,-74.445,40.01,Zone_1_10
-74.445,40.005,-74.44,40.01,Zone_1_11
-74.44,40.005,-74.435,40.01,Zone_1_12
-74.435,40.005,-74.43,40.01,Zone_1_13
-74.43,40.005,-74.425,40.01,Zone_1_14
-74.425,40.005,-74.42,40.01,Zone_1_15
-74.42,40.005,-74.415,40.01,Zone_1_16
-74.415,40.005,-74.41,40.01,Zone_1_17
-74.41,40.005,-74.405,40.01,Zone_1_18
-74.405,40.005,-74.4,40.01,Zone_1_19
-74.4,40.005,-74.395,40.01,Zone_1_20
-74.395,40.005,-74.39,40.01,Zone_1_21
-74.39,40.005,-74.385,40.01,Zone_1_22
-74.385,40.005,-74.38,40.01,Zone_1_23
-74.38,40.005,-74.375,40.01,Zone_1_24
-74.375,40.005,-74.37,40.01,Zone_1_25
-74.37,40.005,-74.365,40.01,Zone_1_26
-74.365,40.005,-74.36,40.01,Zone_1_27
-74.36,40.005,-74.355,40.01,Zone_1_28
-74.355,40.005,-74.35,40.01,Zone_1_29
-74.35,40.005,-74.345,40.01,Zone_1_30
-74.345,40.005,-74.34,40.01,Zone_1_31
-74.34,40.005,-74.335,40.01,Zone_1_32
-74.335,40.005,-74.33,40.01,Zone_1_33
-74.33,40.005,-74.325,40.01,Zone_1_34
